Timestamp,Pressure (Pa),DHT11 Temperature (°C),DHT11 Humidity (%),Raindrops Voltage (mV),Raindrops Category,LDR Voltage (mV),LDR Category
10/7/2024 10:47:47,97274.75,29.899999618530300,75.0,0,No Rain,789,Overcast
10/7/2024 10:47:56,97274.75,30.0,75.0,0,No Rain,785,Overcast
10/7/2024 10:48:05,97274.75,29.899999618530300,75.0,0,No Rain,797,Overcast
10/7/2024 10:48:14,97274.75,30.0,76.0,0,No Rain,774,Overcast
10/7/2024 10:48:23,97274.75,30.100000381469700,76.0,0,No Rain,800,Overcast
10/7/2024 10:48:32,97274.75,30.0,76.0,0,No Rain,788,Overcast
10/7/2024 10:48:41,97274.75,30.0,75.0,0,No Rain,797,Overcast
10/7/2024 10:48:50,97274.75,30.100000381469700,75.0,0,No Rain,787,Overcast
10/7/2024 10:48:59,97274.75,30.0,75.0,0,No Rain,795,Overcast
10/7/2024 10:49:08,97274.75,30.100000381469700,75.0,0,No Rain,801,Overcast
10/7/2024 10:49:17,97274.75,30.100000381469700,75.0,0,No Rain,799,Overcast
10/7/2024 10:49:26,97274.75,30.100000381469700,75.0,0,No Rain,798,Overcast
10/7/2024 10:49:35,97274.75,30.100000381469700,75.0,0,No Rain,800,Overcast
10/7/2024 10:49:44,97274.75,30.100000381469700,75.0,0,No Rain,805,Overcast
10/7/2024 10:49:53,97256.8125,30.100000381469700,75.0,0,No Rain,809,Overcast
10/7/2024 10:50:02,97256.8125,30.100000381469700,75.0,0,No Rain,810,Overcast
10/7/2024 10:50:11,97256.8125,30.100000381469700,75.0,0,No Rain,791,Overcast
10/7/2024 10:50:20,97256.8125,30.100000381469700,75.0,0,No Rain,828,Overcast
10/7/2024 10:50:29,97256.8125,30.100000381469700,76.0,0,No Rain,1607,Overcast
10/7/2024 10:50:38,97256.8125,30.100000381469700,76.0,0,No Rain,912,Overcast
10/7/2024 10:50:47,97256.8125,30.100000381469700,76.0,0,No Rain,807,Overcast
10/7/2024 10:50:56,97256.8125,30.100000381469700,76.0,0,No Rain,807,Overcast
10/7/2024 10:51:05,97256.8125,30.100000381469700,76.0,0,No Rain,793,Overcast
10/7/2024 10:51:14,97256.8125,30.100000381469700,76.0,0,No Rain,803,Overcast
10/7/2024 10:51:23,97256.8125,30.200000762939500,76.0,0,No Rain,791,Overcast
10/7/2024 10:51:32,97256.8125,30.200000762939500,76.0,0,No Rain,801,Overcast
10/7/2024 10:51:41,97256.8125,30.200000762939500,76.0,0,No Rain,786,Overcast
10/7/2024 10:51:50,97256.8125,30.200000762939500,76.0,0,No Rain,800,Overcast
10/7/2024 10:51:59,97256.8125,30.200000762939500,76.0,0,No Rain,793,Overcast
10/7/2024 10:52:08,97256.8125,30.200000762939500,76.0,0,No Rain,800,Overcast
10/7/2024 10:52:17,97256.8125,30.200000762939500,76.0,0,No Rain,789,Overcast
10/7/2024 10:52:26,97256.8125,30.200000762939500,76.0,0,No Rain,784,Overcast
10/7/2024 10:52:35,97256.8125,30.299999237060500,76.0,0,No Rain,785,Overcast
10/7/2024 10:52:44,97256.8125,30.299999237060500,76.0,0,No Rain,802,Overcast
10/7/2024 10:52:53,97256.8125,30.299999237060500,76.0,0,No Rain,800,Overcast
10/7/2024 10:53:02,97256.8125,30.299999237060500,76.0,0,No Rain,805,Overcast
10/7/2024 10:53:11,97256.8125,30.299999237060500,76.0,0,No Rain,790,Overcast
10/7/2024 10:53:20,97256.8125,30.299999237060500,76.0,0,No Rain,797,Overcast
10/7/2024 10:53:29,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:53:38,97256.8125,30.299999237060500,76.0,0,No Rain,783,Overcast
10/7/2024 10:53:47,97256.8125,30.399999618530300,76.0,0,No Rain,805,Overcast
10/7/2024 10:53:56,97256.8125,30.399999618530300,76.0,0,No Rain,792,Overcast
10/7/2024 10:54:05,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:54:14,97256.8125,30.399999618530300,76.0,0,No Rain,798,Overcast
10/7/2024 10:54:23,97256.8125,30.399999618530300,76.0,0,No Rain,805,Overcast
10/7/2024 10:54:32,97256.8125,30.399999618530300,76.0,0,No Rain,796,Overcast
10/7/2024 10:54:41,97256.8125,30.299999237060500,76.0,0,No Rain,812,Overcast
10/7/2024 10:54:50,97256.8125,30.399999618530300,76.0,0,No Rain,794,Overcast
10/7/2024 10:54:59,97256.8125,30.399999618530300,76.0,0,No Rain,809,Overcast
10/7/2024 10:55:08,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:55:17,97256.8125,30.5,76.0,0,No Rain,801,Overcast
10/7/2024 10:55:26,97256.8125,30.399999618530300,76.0,0,No Rain,925,Overcast
10/7/2024 10:55:35,97256.8125,30.399999618530300,76.0,0,No Rain,892,Overcast
10/7/2024 10:55:44,97256.8125,30.399999618530300,76.0,0,No Rain,801,Overcast
10/7/2024 10:55:53,97256.8125,30.399999618530300,76.0,0,No Rain,796,Overcast
10/7/2024 10:56:02,97256.8125,30.399999618530300,76.0,0,No Rain,933,Overcast
10/7/2024 10:56:11,97256.8125,30.399999618530300,76.0,0,No Rain,917,Overcast
10/7/2024 10:56:20,97256.8125,30.399999618530300,76.0,0,No Rain,906,Overcast
10/7/2024 10:56:29,97256.8125,30.399999618530300,76.0,0,No Rain,834,Overcast
10/7/2024 10:56:38,97256.8125,30.399999618530300,76.0,0,No Rain,837,Overcast
10/7/2024 10:56:47,97256.8125,30.5,76.0,0,No Rain,861,Overcast
10/7/2024 10:56:56,97256.8125,30.5,76.0,0,No Rain,880,Overcast
10/7/2024 10:57:05,97256.8125,30.399999618530300,76.0,0,No Rain,867,Overcast
10/7/2024 10:57:14,97256.8125,30.399999618530300,76.0,0,No Rain,881,Overcast
10/7/2024 10:57:23,97256.8125,30.5,76.0,0,No Rain,896,Overcast
10/7/2024 10:57:32,97256.8125,30.399999618530300,76.0,0,No Rain,881,Overcast
10/7/2024 10:57:41,97256.8125,30.5,76.0,0,No Rain,868,Overcast
10/7/2024 10:57:50,97256.8125,30.5,76.0,0,No Rain,861,Overcast
10/7/2024 10:57:59,97256.8125,30.5,76.0,0,No Rain,869,Overcast
10/7/2024 10:58:08,97256.8125,30.600000381469700,76.0,0,No Rain,868,Overcast
10/7/2024 10:58:17,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:58:26,97256.8125,30.600000381469700,76.0,0,No Rain,878,Overcast
10/7/2024 10:58:35,97256.8125,30.600000381469700,75.0,0,No Rain,881,Overcast
10/7/2024 10:58:44,97256.8125,30.600000381469700,75.0,0,No Rain,881,Overcast
10/7/2024 10:58:53,97256.8125,30.600000381469700,75.0,0,No Rain,888,Overcast
10/7/2024 10:59:02,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:59:11,97256.8125,30.5,75.0,0,No Rain,892,Overcast
10/7/2024 10:59:20,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:59:29,97256.8125,30.600000381469700,75.0,0,No Rain,897,Overcast
10/7/2024 10:59:38,97256.8125,30.600000381469700,75.0,0,No Rain,866,Overcast
10/7/2024 10:59:47,97240.75,30.600000381469700,75.0,0,No Rain,887,Overcast
10/7/2024 10:59:56,97240.75,30.600000381469700,75.0,0,No Rain,883,Overcast
10/7/2024 11:00:05,97240.75,30.600000381469700,75.0,0,No Rain,876,Overcast
10/7/2024 11:00:14,97240.75,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 11:00:23,97240.75,30.700000762939500,75.0,0,No Rain,893,Overcast
10/7/2024 11:00:32,97240.75,30.700000762939500,75.0,0,No Rain,873,Overcast
10/7/2024 11:00:41,97240.75,30.700000762939500,75.0,0,No Rain,868,Overcast
10/7/2024 11:00:50,97240.75,30.600000381469700,75.0,0,No Rain,873,Overcast
10/7/2024 11:00:59,97240.75,30.700000762939500,75.0,0,No Rain,873,Overcast
10/7/2024 11:01:08,97240.75,30.700000762939500,75.0,0,No Rain,885,Overcast
10/7/2024 11:01:17,97240.75,30.700000762939500,75.0,0,No Rain,887,Overcast
10/7/2024 11:01:26,97240.75,30.700000762939500,75.0,0,No Rain,871,Overcast
10/7/2024 11:01:35,97240.75,30.700000762939500,75.0,0,No Rain,897,Overcast
10/7/2024 11:01:44,97240.75,30.700000762939500,75.0,0,No Rain,887,Overcast
10/7/2024 11:01:53,97240.75,30.700000762939500,75.0,0,No Rain,865,Overcast
10/7/2024 11:02:02,97240.75,30.700000762939500,75.0,0,No Rain,867,Overcast
10/7/2024 11:02:11,97240.75,30.799999237060500,75.0,0,No Rain,885,Overcast
10/7/2024 11:02:20,97240.75,30.799999237060500,75.0,0,No Rain,871,Overcast
10/7/2024 11:02:29,97240.75,30.799999237060500,75.0,0,No Rain,887,Overcast
10/7/2024 11:02:38,97240.75,30.700000762939500,75.0,0,No Rain,860,Overcast
10/7/2024 11:02:47,97240.75,30.799999237060500,75.0,0,No Rain,877,Overcast
10/7/2024 11:02:56,97240.75,30.899999618530300,75.0,0,No Rain,865,Overcast
10/7/2024 11:03:05,97240.75,30.799999237060500,75.0,0,No Rain,869,Overcast
10/7/2024 11:03:14,97240.75,30.899999618530300,75.0,0,No Rain,855,Overcast
10/7/2024 11:03:23,97240.75,30.899999618530300,75.0,0,No Rain,845,Overcast
10/7/2024 11:03:32,97240.75,30.899999618530300,75.0,0,No Rain,857,Overcast
10/7/2024 11:03:41,97240.75,30.899999618530300,74.0,0,No Rain,858,Overcast
10/7/2024 11:03:50,97240.75,30.899999618530300,74.0,0,No Rain,852,Overcast
10/7/2024 11:03:59,97240.75,30.799999237060500,74.0,0,No Rain,841,Overcast
10/7/2024 11:04:08,97240.75,30.799999237060500,75.0,0,No Rain,859,Overcast
10/7/2024 11:04:17,97240.75,30.899999618530300,74.0,0,No Rain,868,Overcast
10/7/2024 11:04:26,97240.75,30.899999618530300,74.0,0,No Rain,888,Overcast
10/7/2024 11:04:35,97240.75,30.899999618530300,74.0,0,No Rain,865,Overcast
10/7/2024 11:04:44,97240.75,30.899999618530300,74.0,0,No Rain,884,Overcast
10/7/2024 11:04:53,97240.75,30.899999618530300,74.0,0,No Rain,876,Overcast
10/7/2024 11:05:02,97240.75,30.899999618530300,74.0,0,No Rain,873,Overcast
10/7/2024 11:05:11,97240.75,31.0,75.0,0,No Rain,863,Overcast
10/7/2024 11:05:20,97240.75,30.899999618530300,74.0,0,No Rain,861,Overcast
10/7/2024 11:05:29,97240.75,30.899999618530300,74.0,0,No Rain,860,Overcast
10/7/2024 11:05:38,97240.75,30.899999618530300,75.0,0,No Rain,865,Overcast
10/7/2024 11:05:47,97224.6875,30.899999618530300,74.0,0,No Rain,858,Overcast
10/7/2024 11:05:56,97240.75,31.0,76.0,0,No Rain,871,Overcast
10/7/2024 11:06:05,97240.75,31.0,76.0,0,No Rain,868,Overcast
10/7/2024 11:06:14,97240.75,30.899999618530300,75.0,0,No Rain,884,Overcast
10/7/2024 11:06:23,97224.6875,30.899999618530300,75.0,0,No Rain,887,Overcast
10/7/2024 11:06:32,97224.6875,31.0,76.0,0,No Rain,897,Overcast
10/7/2024 11:06:41,97224.6875,30.899999618530300,75.0,0,No Rain,884,Overcast
10/7/2024 11:06:50,97224.6875,30.899999618530300,75.0,0,No Rain,881,Overcast
10/7/2024 11:06:59,97224.6875,30.899999618530300,75.0,0,No Rain,897,Overcast
10/7/2024 11:07:08,97224.6875,30.899999618530300,75.0,0,No Rain,901,Overcast
10/7/2024 11:07:17,97224.6875,30.899999618530300,75.0,0,No Rain,899,Overcast
10/7/2024 11:07:26,97224.6875,30.899999618530300,75.0,0,No Rain,919,Overcast
10/7/2024 11:07:35,97224.6875,31.0,76.0,0,No Rain,908,Overcast
10/7/2024 11:07:44,97224.6875,31.0,76.0,0,No Rain,903,Overcast
10/7/2024 11:07:53,97224.6875,31.100000381469700,76.0,0,No Rain,913,Overcast
10/7/2024 11:08:02,97224.6875,30.899999618530300,75.0,0,No Rain,899,Overcast
10/7/2024 11:08:11,97224.6875,31.0,76.0,0,No Rain,917,Overcast
10/7/2024 11:08:20,97224.6875,30.899999618530300,75.0,0,No Rain,898,Overcast
10/7/2024 11:08:29,97224.6875,30.899999618530300,75.0,0,No Rain,893,Overcast
10/7/2024 11:08:38,97224.6875,31.0,76.0,0,No Rain,884,Overcast
10/7/2024 11:08:47,97224.6875,31.100000381469700,76.0,0,No Rain,881,Overcast
10/7/2024 11:08:56,97224.6875,30.899999618530300,75.0,0,No Rain,897,Overcast
10/7/2024 11:09:05,97224.6875,31.0,76.0,0,No Rain,903,Overcast
10/7/2024 11:09:14,97224.6875,31.0,76.0,0,No Rain,887,Overcast
10/7/2024 11:09:23,97224.6875,31.0,76.0,0,No Rain,875,Overcast
10/7/2024 11:09:32,97224.6875,31.0,76.0,0,No Rain,879,Overcast
10/7/2024 11:09:41,97224.6875,31.0,76.0,0,No Rain,895,Overcast
10/7/2024 11:09:50,97224.6875,31.0,76.0,0,No Rain,897,Overcast
10/7/2024 11:09:59,97224.6875,31.0,76.0,0,No Rain,890,Overcast
10/7/2024 11:10:08,97224.6875,31.100000381469700,76.0,0,No Rain,900,Overcast
10/7/2024 11:10:17,97224.6875,31.100000381469700,76.0,0,No Rain,909,Overcast
10/7/2024 11:10:26,97224.6875,31.0,76.0,0,No Rain,922,Overcast
10/7/2024 11:10:35,97224.6875,31.0,76.0,0,No Rain,891,Overcast
10/7/2024 11:10:44,97224.6875,31.100000381469700,76.0,0,No Rain,913,Overcast
10/7/2024 11:10:53,97224.6875,31.100000381469700,76.0,0,No Rain,921,Overcast
10/7/2024 11:11:02,97224.6875,31.100000381469700,76.0,0,No Rain,915,Overcast
10/7/2024 11:11:11,97224.6875,31.100000381469700,76.0,0,No Rain,899,Overcast
10/7/2024 11:11:20,97224.6875,31.100000381469700,76.0,0,No Rain,888,Overcast
10/7/2024 11:11:29,97224.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 11:11:38,97224.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 11:11:47,97224.6875,31.100000381469700,76.0,0,No Rain,889,Overcast
10/7/2024 11:11:56,97224.6875,31.200000762939500,76.0,0,No Rain,934,Overcast
10/7/2024 11:12:05,97224.6875,31.100000381469700,76.0,0,No Rain,905,Overcast
10/7/2024 11:12:14,97224.6875,31.100000381469700,76.0,0,No Rain,904,Overcast
10/7/2024 11:12:23,97224.6875,31.100000381469700,76.0,0,No Rain,935,Overcast
10/7/2024 11:12:32,97224.6875,31.100000381469700,76.0,0,No Rain,912,Overcast
10/7/2024 11:12:41,97224.6875,31.200000762939500,76.0,0,No Rain,913,Overcast
10/7/2024 11:12:50,97224.6875,31.100000381469700,76.0,0,No Rain,922,Overcast
10/7/2024 11:12:59,97224.6875,31.100000381469700,76.0,0,No Rain,926,Overcast
10/7/2024 11:13:08,97224.6875,31.100000381469700,76.0,0,No Rain,919,Overcast
10/7/2024 11:13:17,97224.6875,31.100000381469700,76.0,0,No Rain,906,Overcast
10/7/2024 11:13:26,97224.6875,31.100000381469700,76.0,0,No Rain,923,Overcast
10/7/2024 11:13:35,97224.6875,31.0,76.0,0,No Rain,907,Overcast
10/7/2024 11:13:44,97224.6875,31.100000381469700,76.0,0,No Rain,908,Overcast
10/7/2024 11:13:53,97206.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 11:14:02,97206.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 11:14:11,97206.6875,31.200000762939500,76.0,0,No Rain,904,Overcast
10/7/2024 11:14:20,97206.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 11:14:29,97206.6875,31.100000381469700,76.0,0,No Rain,892,Overcast
10/7/2024 11:14:38,97206.6875,31.100000381469700,76.0,0,No Rain,885,Overcast
10/7/2024 11:14:47,97206.6875,31.200000762939500,76.0,0,No Rain,895,Overcast
10/7/2024 11:14:56,97206.6875,31.200000762939500,76.0,0,No Rain,893,Overcast
10/7/2024 11:15:05,97206.6875,31.200000762939500,76.0,0,No Rain,915,Overcast
10/7/2024 11:15:14,97206.6875,31.200000762939500,76.0,0,No Rain,917,Overcast
10/7/2024 11:15:23,97206.6875,31.299999237060500,76.0,0,No Rain,914,Overcast
10/7/2024 11:15:32,97206.6875,31.299999237060500,76.0,0,No Rain,909,Overcast
10/7/2024 11:15:41,97206.6875,31.200000762939500,76.0,0,No Rain,912,Overcast
10/7/2024 11:15:50,97206.6875,31.100000381469700,76.0,0,No Rain,918,Overcast
10/7/2024 11:15:59,97206.6875,31.100000381469700,76.0,0,No Rain,919,Overcast
10/7/2024 11:16:08,97206.6875,31.100000381469700,76.0,0,No Rain,907,Overcast
10/7/2024 11:16:17,97206.6875,31.200000762939500,75.0,0,No Rain,899,Overcast
10/7/2024 11:16:26,97206.6875,31.200000762939500,75.0,0,No Rain,890,Overcast
10/7/2024 11:16:35,97206.6875,31.299999237060500,75.0,0,No Rain,874,Overcast
10/7/2024 11:16:44,97206.6875,31.299999237060500,75.0,0,No Rain,891,Overcast
10/7/2024 11:16:53,97206.6875,31.299999237060500,75.0,0,No Rain,903,Overcast
10/7/2024 11:17:02,97206.6875,31.299999237060500,75.0,0,No Rain,889,Overcast
10/7/2024 11:17:11,97206.6875,31.100000381469700,75.0,0,No Rain,908,Overcast
10/7/2024 11:17:20,97206.6875,31.200000762939500,75.0,0,No Rain,892,Overcast
10/7/2024 11:17:29,97206.6875,31.200000762939500,76.0,0,No Rain,912,Overcast
10/7/2024 11:17:38,97206.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 11:17:47,97206.6875,31.200000762939500,76.0,0,No Rain,928,Overcast
10/7/2024 11:17:56,97206.6875,31.200000762939500,75.0,0,No Rain,917,Overcast
10/7/2024 11:18:05,97206.6875,31.299999237060500,75.0,0,No Rain,918,Overcast
10/7/2024 11:18:14,97206.6875,31.299999237060500,75.0,0,No Rain,935,Overcast
10/7/2024 11:18:23,97206.6875,31.200000762939500,75.0,0,No Rain,944,Overcast
10/7/2024 11:18:32,97206.6875,31.200000762939500,75.0,0,No Rain,913,Overcast
10/7/2024 11:18:41,97206.6875,31.200000762939500,75.0,0,No Rain,913,Overcast
10/7/2024 11:18:50,97206.6875,31.299999237060500,75.0,0,No Rain,912,Overcast
10/7/2024 11:18:59,97206.6875,31.200000762939500,75.0,0,No Rain,907,Overcast
10/7/2024 11:19:08,97206.6875,31.399999618530300,75.0,0,No Rain,933,Overcast
10/7/2024 11:19:17,97206.6875,31.399999618530300,75.0,0,No Rain,1025,Overcast
10/7/2024 11:19:26,97206.6875,31.399999618530300,75.0,0,No Rain,1029,Overcast
10/7/2024 11:19:35,97206.6875,31.399999618530300,75.0,0,No Rain,1008,Overcast
10/7/2024 11:19:44,97206.6875,31.299999237060500,75.0,0,No Rain,1041,Overcast
10/7/2024 11:19:53,97206.6875,31.299999237060500,76.0,0,No Rain,1001,Overcast
10/7/2024 11:20:02,97206.6875,31.100000381469700,76.0,0,No Rain,1003,Overcast
10/7/2024 11:20:11,97206.6875,31.299999237060500,76.0,0,No Rain,985,Overcast
10/7/2024 11:20:20,97206.6875,31.299999237060500,76.0,0,No Rain,951,Overcast
10/7/2024 11:20:29,97206.6875,31.299999237060500,76.0,0,No Rain,939,Overcast
10/7/2024 11:20:38,97206.6875,31.299999237060500,76.0,0,No Rain,955,Overcast
10/7/2024 11:20:47,97206.6875,31.299999237060500,76.0,0,No Rain,963,Overcast
10/7/2024 11:20:56,97206.6875,31.299999237060500,76.0,0,No Rain,951,Overcast
10/7/2024 11:21:05,97206.6875,31.399999618530300,76.0,0,No Rain,930,Overcast
10/7/2024 11:21:14,97206.6875,31.299999237060500,76.0,0,No Rain,974,Overcast
10/7/2024 11:21:23,97206.6875,31.100000381469700,76.0,0,No Rain,979,Overcast
10/7/2024 11:21:32,97206.6875,31.299999237060500,77.0,0,No Rain,967,Overcast
10/7/2024 11:21:41,97190.6875,31.200000762939500,77.0,0,No Rain,970,Overcast
10/7/2024 11:21:50,97206.6875,31.399999618530300,77.0,0,No Rain,945,Overcast
10/7/2024 11:21:59,97206.6875,31.399999618530300,77.0,0,No Rain,900,Overcast
10/7/2024 11:22:08,97206.6875,31.399999618530300,77.0,0,No Rain,892,Overcast
10/7/2024 11:22:17,97206.6875,31.200000762939500,77.0,0,No Rain,901,Overcast
10/7/2024 11:22:26,97206.6875,31.299999237060500,77.0,0,No Rain,885,Overcast
10/7/2024 11:22:35,97190.6875,31.399999618530300,77.0,0,No Rain,891,Overcast
10/7/2024 11:22:44,97190.6875,31.399999618530300,77.0,0,No Rain,887,Overcast
10/7/2024 11:22:53,97190.6875,31.299999237060500,77.0,0,No Rain,880,Overcast
10/7/2024 11:23:02,97190.6875,31.299999237060500,76.0,0,No Rain,899,Overcast
10/7/2024 11:23:11,97190.6875,31.299999237060500,77.0,0,No Rain,900,Overcast
10/7/2024 11:23:20,97190.6875,31.399999618530300,76.0,0,No Rain,883,Overcast
10/7/2024 11:23:29,97190.6875,31.399999618530300,76.0,0,No Rain,883,Overcast
10/7/2024 11:23:38,97190.6875,31.299999237060500,76.0,0,No Rain,883,Overcast
10/7/2024 11:23:47,97190.6875,31.299999237060500,76.0,0,No Rain,875,Overcast
10/7/2024 11:23:56,97190.6875,31.399999618530300,76.0,0,No Rain,878,Overcast
10/7/2024 11:24:05,97190.6875,31.399999618530300,76.0,0,No Rain,898,Overcast
10/7/2024 11:24:14,97190.6875,31.299999237060500,76.0,0,No Rain,860,Overcast
10/7/2024 11:24:23,97190.6875,31.299999237060500,76.0,0,No Rain,851,Overcast
10/7/2024 11:24:32,97190.6875,31.399999618530300,77.0,0,No Rain,855,Overcast
10/7/2024 11:24:41,97190.6875,31.399999618530300,77.0,0,No Rain,860,Overcast
10/7/2024 11:24:50,97190.6875,31.399999618530300,77.0,0,No Rain,876,Overcast
10/7/2024 11:24:59,97190.6875,31.399999618530300,77.0,0,No Rain,844,Overcast
10/7/2024 11:25:08,97190.6875,31.299999237060500,77.0,0,No Rain,843,Overcast
10/7/2024 11:25:17,97190.6875,31.5,76.0,0,No Rain,831,Overcast
10/7/2024 11:25:26,97190.6875,31.399999618530300,76.0,0,No Rain,838,Overcast
10/7/2024 11:25:35,97190.6875,31.5,76.0,0,No Rain,842,Overcast
10/7/2024 11:25:44,97190.6875,31.399999618530300,76.0,0,No Rain,827,Overcast
10/7/2024 11:25:53,97190.6875,31.299999237060500,76.0,0,No Rain,848,Overcast
10/7/2024 11:26:02,97190.6875,31.5,76.0,0,No Rain,848,Overcast
10/7/2024 11:26:11,97190.6875,31.399999618530300,76.0,0,No Rain,889,Overcast
10/7/2024 11:26:20,97190.6875,31.299999237060500,76.0,0,No Rain,880,Overcast
10/7/2024 11:26:29,97190.6875,31.399999618530300,76.0,0,No Rain,860,Overcast
10/7/2024 11:26:38,97190.6875,31.399999618530300,76.0,0,No Rain,864,Overcast
10/7/2024 11:26:47,97190.6875,31.399999618530300,76.0,0,No Rain,870,Overcast
10/7/2024 11:26:56,97174.6875,31.700000762939500,77.0,0,No Rain,642,Overcast
10/7/2024 11:27:05,97174.6875,31.600000381469700,77.0,0,No Rain,648,Overcast
10/7/2024 11:27:14,97174.6875,31.700000762939500,77.0,0,No Rain,651,Overcast
10/7/2024 11:27:23,97174.6875,31.600000381469700,77.0,0,No Rain,634,Overcast
10/7/2024 11:27:32,97174.6875,31.600000381469700,77.0,0,No Rain,819,Overcast
10/7/2024 11:27:41,97174.6875,31.700000762939500,77.0,0,No Rain,705,Overcast
10/7/2024 11:27:50,97174.6875,31.600000381469700,77.0,0,No Rain,689,Overcast
10/7/2024 11:27:59,97174.6875,31.600000381469700,77.0,0,No Rain,681,Overcast
10/7/2024 11:28:08,97174.6875,31.700000762939500,77.0,0,No Rain,627,Overcast
10/7/2024 11:28:17,97174.6875,31.600000381469700,77.0,0,No Rain,636,Overcast
10/7/2024 11:28:26,97174.6875,31.700000762939500,76.0,0,No Rain,629,Overcast
10/7/2024 11:28:35,97174.6875,31.600000381469700,76.0,0,No Rain,625,Overcast
10/7/2024 11:28:44,97174.6875,31.700000762939500,76.0,0,No Rain,631,Overcast
10/7/2024 11:28:53,97174.6875,31.700000762939500,76.0,0,No Rain,624,Overcast
10/7/2024 11:29:02,97174.6875,31.899999618530300,76.0,0,No Rain,624,Overcast
10/7/2024 11:29:11,97174.6875,31.700000762939500,76.0,0,No Rain,633,Overcast
10/7/2024 11:29:20,97174.6875,31.899999618530300,76.0,0,No Rain,619,Overcast
10/7/2024 11:29:29,97174.6875,31.700000762939500,76.0,0,No Rain,629,Overcast
10/7/2024 11:29:38,97174.6875,31.700000762939500,76.0,0,No Rain,620,Overcast
10/7/2024 11:29:47,97174.6875,31.899999618530300,76.0,0,No Rain,618,Overcast
10/7/2024 11:29:56,97174.6875,31.700000762939500,75.0,0,No Rain,630,Overcast
10/7/2024 11:30:05,97174.6875,31.899999618530300,75.0,0,No Rain,634,Overcast
10/7/2024 11:30:14,97174.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 11:30:23,97174.6875,31.700000762939500,75.0,0,No Rain,631,Overcast
10/7/2024 11:30:32,97174.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 11:30:41,97190.6875,31.799999237060500,75.0,0,No Rain,633,Overcast
10/7/2024 11:30:50,97190.6875,31.700000762939500,75.0,0,No Rain,629,Overcast
10/7/2024 11:30:59,97190.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 11:31:08,97190.6875,31.5,75.0,0,No Rain,613,Overcast
10/7/2024 11:31:17,97190.6875,31.799999237060500,75.0,0,No Rain,614,Overcast
10/7/2024 11:31:26,97190.6875,31.700000762939500,75.0,0,No Rain,747,Overcast
10/7/2024 11:31:35,97206.6875,31.5,76.0,0,No Rain,569,Overcast
10/7/2024 11:31:44,97206.6875,31.600000381469700,76.0,0,No Rain,564,Overcast
10/7/2024 11:31:53,97206.6875,31.5,76.0,0,No Rain,562,Overcast
10/7/2024 11:32:02,97206.6875,31.399999618530300,76.0,0,No Rain,566,Overcast
10/7/2024 11:32:11,97206.6875,31.5,76.0,0,No Rain,565,Overcast
10/7/2024 11:32:20,97206.6875,31.5,76.0,0,No Rain,558,Overcast
10/7/2024 11:32:29,97206.6875,31.5,76.0,0,No Rain,562,Overcast
10/7/2024 11:32:38,97206.6875,31.399999618530300,76.0,0,No Rain,560,Overcast
10/7/2024 11:32:47,97206.6875,31.5,76.0,0,No Rain,588,Overcast
